Sequences,"A,a","E,e","I,i","O,o","U,u",Consonants
ISeBPUT,0,1,1,0,1,4
TJnT8rS,0,0,0,0,0,7
0x9nYGK,0,0,0,0,0,7
AUSibQb7Dn,1,0,1,0,1,7
dRZlPxNUrW,0,0,0,0,1,9
6weHQK,0,1,0,0,0,5
Kg2RlTE,0,1,0,0,0,6
o2huOzSbJI,0,0,1,2,1,6
GKNmzbm,0,0,0,0,0,7
F9Cy7l,0,0,0,0,0,6
twRxWR7Pl,0,0,0,0,0,9
XfIRDoVw,0,0,1,1,0,6
olzxMT1O1,0,0,0,2,0,7
RggQZ9lLI8,0,0,1,0,0,9
Dymk1Jtors,0,0,0,1,0,9
HrZO2w9,0,0,0,1,0,6
QoSKYjx2ew,0,1,0,1,0,8
1UTKefu9SI,0,1,1,0,2,6
4AUEKv,1,1,0,0,1,3
E1cqgtte0,0,2,0,0,0,7
S0iEPZfBT,0,1,1,0,0,7
s2t9ZngObW,0,0,0,1,0,9
X32bWFsX3c,0,0,0,0,0,10
HybotDkIrK,0,0,1,1,0,8
egPFtY0wv2,0,1,0,0,0,9
vieOiq88UL,0,1,2,1,1,5
XQ7Oq5,0,0,0,1,0,5
soNEhH9hzB,0,1,0,1,0,8
pIKvDsxvE,0,1,1,0,0,7
8RbEy1rfKm,0,1,0,0,0,9
QnAKcnE,1,1,0,0,0,5
bDLVOyDpOR,0,0,0,2,0,8
5JUb0D,0,0,0,0,1,5
cdYZiZ,0,0,1,0,0,5
siheWyJ,0,1,1,0,0,5
ujSr1R,0,0,0,0,1,5
Eu48KUNd,0,1,0,0,2,5
CJblIwFnp,0,0,1,0,0,8
F6sEgQdpM,0,1,0,0,0,8
GPUKBPh,0,0,0,0,1,6
IJ1SSGD0Ih,0,0,2,0,0,8
dmmbqK,0,0,0,0,0,6
x0SKhB,0,0,0,0,0,6
4DWT9xTT,0,0,0,0,0,8
3u06T5XA0,1,0,0,0,1,7
ju8MA7U6zi,1,0,1,0,2,6
ikQRep,0,1,1,0,0,4
WECNx1DjHz,0,1,0,0,0,9
KsWYSKq4yR,0,0,0,0,0,10
FKpP0CCU,0,0,0,0,1,7
KUhLEvbh9L,0,1,0,0,1,8
cZ2febqbjc,0,1,0,0,0,9
dXko2hZch,0,0,0,1,0,8
p2mEipx0y,0,1,1,0,0,7
HF1wsYRZ,0,0,0,0,0,8
Ai7Pe7tz,1,1,1,0,0,5
mWsOeM,0,1,0,1,0,4
2DX3P4Cy1A,1,0,0,0,0,9
ZK8pOo,0,0,0,2,0,4
P3bDW6cQa,1,0,0,0,0,8
kI6LxDH7,0,0,1,0,0,7
6lYZoOop,0,0,0,3,0,5
dgzT7aEZ,1,1,0,0,0,6
LONaeAZW,2,1,0,1,0,4
jRRTwIjIE,0,1,2,0,0,6
VS9zAE,1,1,0,0,0,4
ccARz63,1,0,0,0,0,6
qMnPlkL,0,0,0,0,0,7
1doyvoKnq,0,0,0,2,0,7
BXw66KPi,0,0,1,0,0,7
r4BQeyD,0,1,0,0,0,6
PT9f6x4p6,0,0,0,0,0,9
wJ68Tgj0,0,0,0,0,0,8
aiK6iPoZxR,1,0,2,1,0,6
oUmGL3UqQ,0,0,0,1,2,6
pdNpK54,0,0,0,0,0,7
UdcTZCqPjF,0,0,0,0,1,9
SUAbu4,1,0,0,0,2,3
g8AAyQA,3,0,0,0,0,4
vORcbw,0,0,0,1,0,5
UcxzPzBm,0,0,0,0,1,7
SkNagLUc,1,0,0,0,1,6
QW9wdcs2a,1,0,0,0,0,8
qcMP0MxFJ,0,0,0,0,0,9
a5VVCx3nhu,1,0,0,0,1,8
b7mkS5,0,0,0,0,0,6
P02MXFflCA,1,0,0,0,0,9
HUp9jfSBs,0,0,0,0,1,8
DqTzNubk,0,0,0,0,1,7
Sv51Jq3m,0,0,0,0,0,8
MxdPJy4hB,0,0,0,0,0,9
QIZzUJn,0,0,1,0,1,5
bMjPMl,0,0,0,0,0,6
V64UoUpC,0,0,0,1,2,5
3Vme9wSBSf,0,1,0,0,0,9
IAipAM,2,0,2,0,0,2
qbJEW0O,0,1,0,1,0,5
WRr9ax3T,1,0,0,0,0,7
HONEbe,0,2,0,1,0,3
vSf5JOAfT,1,0,0,1,0,7
6lWqvea00g,1,1,0,0,0,8
qzgbIDx,0,0,1,0,0,6
bLqAmG71rE,1,1,0,0,0,8
fyf5CB,0,0,0,0,0,6
mou3mM,0,0,0,1,1,4
tGidsWjP3,0,0,1,0,0,8
ADXlA5yuj,2,0,0,0,1,6
ifOCjH64w,0,0,1,1,0,7
F7ojwyFJjH,0,0,0,1,0,9
ZrJ9ociW6,0,0,1,1,0,7
R5asbkpa,2,0,0,0,0,6
Sync5MDoJ,0,0,0,1,0,8
nHTYmVLpm,0,0,0,0,0,9
voNZTY,0,0,0,1,0,5
x3oBP53UL,0,0,0,1,1,7
tqM19QQ2t,0,0,0,0,0,9
ub0nY2Bj,0,0,0,0,1,7
x2gmjR43Ow,0,0,0,1,0,9
0odIf5hH,0,0,1,1,0,6
phEDmJ,0,1,0,0,0,5
dmNbna,1,0,0,0,0,5
wtn9QoaUz,1,0,0,1,1,6
CyIClPtK,0,0,1,0,0,7
W7RyKn2aA,2,0,0,0,0,7
QnalAiE,2,1,1,0,0,3
8dk8GPFJl,0,0,0,0,0,9
eDmPZcz,0,1,0,0,0,6
vq4KIZdyVy,0,0,1,0,0,9
MxLW01yQ,0,0,0,0,0,8
TtIppfB37,0,0,1,0,0,8
S4BAmVx,1,0,0,0,0,6
OJVy0PSOnh,0,0,0,2,0,8
pnQJDNsuw,0,0,0,0,1,8
nOgp3L,0,0,0,1,0,5
xs4bXZ2,0,0,0,0,0,7
Ti723op,0,0,1,1,0,5
aS6l42z,1,0,0,0,0,6
2l46OCdwfi,0,0,1,1,0,8
Cnf84dOpPx,0,0,0,1,0,9
7rwRS7V,0,0,0,0,0,7
58yiqW,0,0,1,0,0,5
axcfVVNjqH,1,0,0,0,0,9
3aMb8av,2,0,0,0,0,5
j3n5BbCtCF,0,0,0,0,0,10
Bimee8Glhv,0,2,1,0,0,7
Nb0dqPctf,0,0,0,0,0,9
iVxIEb7I4i,0,1,4,0,0,5
H7qUB7,0,0,0,0,1,5
m9Gnb84tpj,0,0,0,0,0,10
b3mDd4,0,0,0,0,0,6
GSUJZqTLUQ,0,0,0,0,2,8
CnR7jQmyEk,0,1,0,0,0,9
JcT73XtB,0,0,0,0,0,8
zrcZRzyh,0,0,0,0,0,8
fX6BiAZk,1,0,1,0,0,6
2M3fg1Df,0,0,0,0,0,8
WFohHDtv,0,0,0,1,0,7
G6b40t2N,0,0,0,0,0,8
IEgSDL,0,1,1,0,0,4
uKgsewzNj,0,1,0,0,1,7
cLAThmU,1,0,0,0,1,5
6m0G4X4A,1,0,0,0,0,7
FDqWzXIm7,0,0,1,0,0,8
Ar4S6Z,1,0,0,0,0,5
mejMIOvg,0,1,1,1,0,5
Hl3219,0,0,0,0,0,6
X0gXuUqh,0,0,0,0,2,6
v89Kj4d,0,0,0,0,0,7
4neXBs,0,1,0,0,0,5
hFUftPy099,0,0,0,0,1,9
MbCGFe,0,1,0,0,0,5
2rJZc36rVO,0,0,0,1,0,9
if5glVHtu,0,0,1,0,1,7
o3yyagWY,1,0,0,1,0,6
iO45vv,0,0,1,1,0,4
L22v7n,0,0,0,0,0,6
393opa2pjP,1,0,0,1,0,8
NBZrj1d,0,0,0,0,0,7
dvpS5AEpqi,1,1,1,0,0,7
LhqaWYH,1,0,0,0,0,6
4axRsjP7,1,0,0,0,0,7
6aI3iEwH,1,1,2,0,0,4
7rj8SV,0,0,0,0,0,6
4CKb8rX,0,0,0,0,0,7
dVvG8o,0,0,0,1,0,5
jOwoHlH55v,0,0,0,2,0,8
PCtl8AIF,1,0,1,0,0,6
TGj9UlBrxD,0,0,0,0,1,9
zUC6b9P6MB,0,0,0,0,1,9
CbMZNGMBYt,0,0,0,0,0,10
OjGW6Gg,0,0,0,1,0,6
S4TyteCF,0,1,0,0,0,7
qsED6Xjv2,0,1,0,0,0,8
PL3KVDXkHt,0,0,0,0,0,10
UXK0iWo,0,0,1,1,1,4
mlBUv3,0,0,0,0,1,5
6qHTNmeNJo,0,1,0,1,0,8
WNLxyB,0,0,0,0,0,6
NI0UEhMQOF,0,1,1,1,1,6
QMYTAyh,1,0,0,0,0,6
ei5KGm,0,1,1,0,0,4
35huZgs,0,0,0,0,1,6
w43YKOIxK,0,0,1,1,0,7
hPHFKi,0,0,1,0,0,5
OaQPmmD,1,0,0,1,0,5
bN3HFkf,0,0,0,0,0,7
kcOiXBV9z,0,0,1,1,0,7
pkFiUyCW,0,0,1,0,1,6
Zan5sVnS,1,0,0,0,0,7
VJ1PZR,0,0,0,0,0,6
kdkAbgG2,1,0,0,0,0,7
BMq5IIw6fT,0,0,2,0,0,8
jKsMXE,0,1,0,0,0,5
JYAnWY7,1,0,0,0,0,6
E6JJSByo9,0,1,0,1,0,7
SEp6FsupZ,0,1,0,0,1,7
TajfPTfSkq,1,0,0,0,0,9
tSJo9ijL,0,0,1,1,0,6
ecRvi0rS,0,1,1,0,0,6
yRHknvH2,0,0,0,0,0,8
c53d8859pK,0,0,0,0,0,10
147WThEj,0,1,0,0,0,7
aTMuqHi,1,0,1,0,1,4
ZuItbyIrg,0,0,2,0,1,6
eHWkZ0,0,1,0,0,0,5
FKmc7Q,0,0,0,0,0,6
dtK7Yc,0,0,0,0,0,6
UBLg2yOT,0,0,0,1,1,6
lbuHTMNUe,0,1,0,0,2,6
yxtaExg,1,1,0,0,0,5
OADERsx9O,1,1,0,2,0,5
0mE4jj41,0,1,0,0,0,7
kKQ81QxRw,0,0,0,0,0,9
Da9VIMp9,1,0,1,0,0,6
pTuMup7oI,0,0,1,1,2,5
F28YAD3KYy,1,0,0,0,0,9
VwjllZED4,0,1,0,0,0,8
As2Lii3MOD,1,0,2,1,0,6
v6qiEajZ,1,1,1,0,0,5
6ulkyomQd,0,0,0,1,1,7
QHHSU63Y,0,0,0,0,1,7
Dxdx4hY3,0,0,0,0,0,8
yYaHzB,1,0,0,0,0,5
dBZX7KpSO,0,0,0,1,0,8
iQXwUJ,0,0,1,0,1,4
DIAk73,1,0,1,0,0,4
6RJKTj,0,0,0,0,0,6
Il3budn,0,0,1,0,1,5
6ZaEsV,1,1,0,0,0,4
yfMTUgZmGU,0,0,0,0,2,8
mCSzIV,0,0,1,0,0,5
FBXjBYNet,0,1,0,0,0,8
OVorVIKt,0,0,1,2,0,5
tgZFsGCNQ,0,0,0,0,0,9
DB4J946,0,0,0,0,0,7
gLdte3gv9,0,1,0,0,0,8
BJSezU6fx,0,1,0,0,1,7
IBUAIkx,1,0,2,0,1,3
W9DaIYmFgi,1,0,2,0,0,7
N5NfhlbVgD,0,0,0,0,0,10
DNMrKIYYaX,1,0,1,0,0,8
PlYGqJ49VJ,0,0,0,0,0,10
98tzExzE,0,2,0,0,0,6
dgbBkimf,0,0,1,0,0,7
hqxiphHGq,0,0,1,0,0,8
qgv4q6,0,0,0,0,0,6
WH5z8kAQ,1,0,0,0,0,7
pSV1S4gnS,0,0,0,0,0,9
6HI28n,0,0,1,0,0,5
6XeoCZK,0,1,0,1,0,5
igUZeRT,0,1,1,0,1,4
vXyUewc6,0,1,0,0,1,6
y7IdudzJE,0,1,1,0,1,6
wel0ut,0,1,0,0,1,4
8Qq9Ksj,0,0,0,0,0,7
rNCaYeiN,1,1,1,0,0,5
mMfbu3CDc,0,0,0,0,1,8
IVhjMkqM,0,0,1,0,0,7
Wt3mTemce7,0,2,0,0,0,8
NMyMBH66L,0,0,0,0,0,9
7jeCRPSti,0,1,1,0,0,7
rgrOmIM6J,0,0,1,1,0,7
LgQMso00,0,0,0,1,0,7
cFgHCG9mf,0,0,0,0,0,9
tmakSUT,1,0,0,0,1,5
hXixAHBEr,1,1,1,0,0,6
ddKPzLcNm,0,0,0,0,0,9
ox87iJ,0,0,1,1,0,4
S13dVk,0,0,0,0,0,6
xqg3FBXI7,0,0,1,0,0,8
MmV4aHvT,1,0,0,0,0,7
BbepCY8,0,1,0,0,0,6
DctdmAxZ,1,0,0,0,0,7
KuWTzZx,0,0,0,0,1,6
KzQ5KuieL,0,1,1,0,1,6
gtDX2JMkxl,0,0,0,0,0,10
7kFMJ3rB,0,0,0,0,0,8
STWEkZ,0,1,0,0,0,5
R9XihgyY,0,0,1,0,0,7
NOrXluQHGI,0,0,1,1,1,7
4YM5IQBPm,0,0,1,0,0,8
A5qriy,1,0,1,0,0,4
Z3BlIEK,0,1,1,0,0,5
yCZd7Qnc,0,0,0,0,0,8
8ZYTbe1U,0,1,0,0,1,6
pate5s3,1,1,0,0,0,5
6djpyd,0,0,0,0,0,6
arXwwk6vg,1,0,0,0,0,8
fuvnLwQvF,0,0,0,0,1,8
C78yZghsLa,1,0,0,0,0,9
ksgVulgTH,0,0,0,0,1,8
WbW0oH8S,0,0,0,1,0,7
rPgluoF7e4,0,1,0,1,1,7
4JfdJTudZz,0,0,0,0,1,9
3h4tQX8ESW,0,1,0,0,0,9
TOHmCkEx1,0,1,0,1,0,7
Cp51Ry,0,0,0,0,0,6
uMrzR4,0,0,0,0,1,5
WAaYAQBxfk,3,0,0,0,0,7
ZNl5QKo,0,0,0,1,0,6
lA4QwFoe,1,1,0,1,0,5
Rnz7o6e0bT,0,1,0,1,0,8
NAN1Bgf,1,0,0,0,0,6
V7zsijo,0,0,1,1,0,5
bLrOWbWrkG,0,0,0,1,0,9
6LY2Uxl,0,0,0,0,1,6
Ufs33Cv9,0,0,0,0,1,7
iz2LB4FoZI,0,0,2,1,0,7
lkaaiOn5D,2,0,1,1,0,5
yzofNMx545,0,0,0,1,0,9
kRIwi3c,0,0,2,0,0,5
xaig7DY0,1,0,1,0,0,6
CFekCvUK0z,0,1,0,0,1,8
VP720x5,0,0,0,0,0,7
rcSZbUZ,0,0,0,0,1,6
Kom5ecpE5,0,2,0,1,0,6
69KxSFapfg,1,0,0,0,0,9
SbgROREWZc,0,1,0,1,0,8
F9fazg8jBZ,1,0,0,0,0,9
1GnqqWzOY,0,0,0,1,0,8
9ETWQDK4,0,1,0,0,0,7
bsCiWxt8H,0,0,1,0,0,8
Y97SidVKdN,0,0,1,0,0,9
Eg4Blq,0,1,0,0,0,5
jmg6Z8c,0,0,0,0,0,7
5mOFhm3U,0,0,0,1,1,6
DsHO5g,0,0,0,1,0,5
trMDNk,0,0,0,0,0,6
55u1dH,0,0,0,0,1,5
MPyXQH1Y,0,0,0,0,0,8
vQUHOFX,0,0,0,1,1,5
ISGDkK5BPa,1,0,1,0,0,8
OpWVArapGf,2,0,0,1,0,7
73nWLWsslf,0,0,0,0,0,10
UrCACtt,1,0,0,0,1,5
pyaiN0N,1,0,1,0,0,5
TXBHU66J,0,0,0,0,1,7
8oEEWOStpF,0,2,0,2,0,6
ZFKyCxA,1,0,0,0,0,6
Ueu0VFcRW,0,1,0,0,2,6
yTS4LCp,0,0,0,0,0,7
gISDMPz,0,0,1,0,0,6
CapLKNNmp,1,0,0,0,0,8
bSbzMhS1HQ,0,0,0,0,0,10
PBW03bBA,1,0,0,0,0,7
Tcn2opx,0,0,0,1,0,6
PxKYkGd4H,0,0,0,0,0,9
fk56uP,0,0,0,0,1,5
GgU9dW,0,0,0,0,1,5
IVmMaC,1,0,1,0,0,4
JxnexD,0,1,0,0,0,5
P2esOuHw5A,1,1,0,1,1,6
SEiYo17S,0,1,1,1,0,5
J1A6EY,1,1,0,0,0,4
B4hcuM9KA,1,0,0,0,1,7
Rvhg5k,0,0,0,0,0,6
AVwfs6Mopb,1,0,0,1,0,8
F0ETEYMU,0,2,0,0,1,5
Mbmv5MlCME,0,1,0,0,0,9
AnGqlP,1,0,0,0,0,5
xfVLxE,0,1,0,0,0,5
wfhvgG,0,0,0,0,0,6
UlrBRWx4RP,0,0,0,0,1,9
om9xsJOAv1,1,0,0,2,0,7
vLpeet,0,2,0,0,0,4
vIVBvfDAX,1,0,1,0,0,7
jmtASE,1,1,0,0,0,4
i7bOmK,0,0,1,1,0,4
tpWkJ3ytuk,0,0,0,0,1,9
vBGcNB9fT,0,0,0,0,0,9
os5bOX,0,0,0,2,0,4
rQ9Cqez,0,1,0,0,0,6
ycBzrtx,0,0,0,0,0,7
1cU90qHHO8,0,0,0,1,1,8
XzNmRg,0,0,0,0,0,6
a3XhAxj,2,0,0,0,0,5
oR3IU2b,0,0,1,1,1,4
3Iw0Kth,0,0,1,0,0,6
BzD89XTUv,0,0,0,0,1,8
V9NilCrKy,0,0,1,0,0,8
ZjTTfU,0,0,0,0,1,5
0p5g5o,0,0,0,1,0,5
byeneGdo,0,2,0,1,0,5
EsDmOLnTy,0,1,0,1,0,7
WGio9Jw,0,0,1,1,0,5
1uoqO1f,0,0,0,2,1,4
kJeSvxogE,0,2,0,1,0,6
aCXOZK,1,0,0,1,0,4
qJ5JUr,0,0,0,0,1,5
23cnXe9i4,0,1,1,0,0,7
1ivEEf,0,2,1,0,0,3
y9u6QfGuiP,0,0,1,0,2,7
T1Psnk4,0,0,0,0,0,7
BEoOhPCr,0,1,0,2,0,5
9pOlMjC,0,0,0,1,0,6
p8d9WS0,0,0,0,0,0,7
JfhMVvr9Ka,1,0,0,0,0,9
cnmsW3B,0,0,0,0,0,7
ArMpcYi5O,1,0,1,1,0,6
lU4CQQg4,0,0,0,0,1,7
GG9XIEOTg,0,1,1,1,0,6
k3wqlj,0,0,0,0,0,6
WvMi3k,0,0,1,0,0,5
jbQ9sU,0,0,0,0,1,5
6GqytcJKx,0,0,0,0,0,9
ECp7WJsI,0,1,1,0,0,6
mTV68HVA,1,0,0,0,0,7
V0BbOdK,0,0,0,1,0,6
gGU7ne,0,1,0,0,1,4
ZJsvqc,0,0,0,0,0,6
ExFhsVDvC,0,1,0,0,0,8
jSPOdO8I,0,0,1,2,0,5
kCUIo7kBe7,0,1,1,1,1,6
KJAqkyuc,1,0,0,0,1,6
rCiHypd,0,0,1,0,0,6
UReAim,1,1,1,0,1,2
NR7YMq,0,0,0,0,0,6
otwPy3gV,0,0,0,1,0,7
UVHzYIz,0,0,1,0,1,5
PS585quNA,1,0,0,0,1,7
j8AjTe,1,1,0,0,0,4
JZNiXrQ4,0,0,1,0,0,7
Hw3kNYDXg,0,0,0,0,0,9
w2aj9Z,1,0,0,0,0,5
5O15UXJ9,0,0,0,1,1,6
bMHh9FUxaS,1,0,0,0,1,8
l8i2fWM,0,0,1,0,0,6
K9isY3Ua74,1,0,1,0,1,7
25Hs7fSMpo,0,0,0,1,0,9
j6IzLNxG,0,0,1,0,0,7
EMyO13c,0,1,0,1,0,5
acaOsb4,2,0,0,1,0,4
3jcO0O,0,0,0,2,0,4
D0rXNW8,0,0,0,0,0,7
RRmZx7ty,0,0,0,0,0,8
xrTPPhcpv0,0,0,0,0,0,10
ZVK67NGb,0,0,0,0,0,8
IHdRhj,0,0,1,0,0,5
keXV2hPqZ,0,1,0,0,0,8
G0qLTx,0,0,0,0,0,6
33ZoWb,0,0,0,1,0,5
LzU7ETsaNE,1,2,0,0,1,6
AR6J5xNd6,1,0,0,0,0,8
JDODXlM,0,0,0,1,0,6
ST3ZjQI,0,0,1,0,0,6
o5J6Pp,0,0,0,1,0,5
qfFgkG9Fq,0,0,0,0,0,9
X97oTxER,0,1,0,1,0,6
A1Y2Yy3Or,1,0,0,1,0,7
uGeyGr6,0,1,0,0,1,5
YwTMth,0,0,0,0,0,6
cIQGUXy,0,0,1,0,1,5
N142d7rVd,0,0,0,0,0,9
rWkaiP,1,0,1,0,0,4
XMCzMU,0,0,0,0,1,5
iyiSsqGKK,0,0,2,0,0,7
gwhjNKPSmS,0,0,0,0,0,10
EQXm6N,0,1,0,0,0,5
xwlMwAOws,1,0,0,1,0,7
I3ZcxU,0,0,1,0,1,4
iGlTFW,0,0,1,0,0,5
RE9r8j4GX,0,1,0,0,0,8
U0F10H7I,0,0,1,0,1,6
cTmsyOM,0,0,0,1,0,6
0nU8nZ,0,0,0,0,1,5
aJ3wA2h,2,0,0,0,0,5
zOev5KC,0,1,0,1,0,5
MeXQdE9L,0,2,0,0,0,6
6onF33VD,0,0,0,1,0,7
coYebq,0,1,0,1,0,4
lZ0XuJiH,0,0,1,0,1,6
Jt4LYZYyB,0,0,0,0,0,9
gYxnUXP,0,0,0,0,1,6
sfVqrYgDPQ,0,0,0,0,0,10
X5d8aO20x,1,0,0,1,0,7
MV9qd1ok,0,0,0,1,0,7
WHlOC1,0,0,0,1,0,5
hZWf86,0,0,0,0,0,6
bx2nGiK,0,0,1,0,0,6
eqig2w4SEe,0,3,1,0,0,6
Nvofpp,0,0,0,1,0,5
fyzq6oMn,0,0,0,1,0,7
3s3tibZw9E,0,1,1,0,0,8
70FG07,0,0,0,0,0,6
yfRe2c,0,1,0,0,0,5
ZpgWP0,0,0,0,0,0,6
DNG6Kpoq,0,0,0,1,0,7
GaYznvu6,1,0,0,0,1,6
9quSHetwxY,0,1,0,0,1,8
KgC1GTM,0,0,0,0,0,7
GVM5RF0U,0,0,0,0,1,7
N4zq3T,0,0,0,0,0,6
lVogN9RuK,0,0,0,1,1,7
pN2eR3ss,0,1,0,0,0,7
dp0dTNx,0,0,0,0,0,7
y5kh8s,0,0,0,0,0,6
7ikjaU,1,0,1,0,1,3
DcikHl,0,0,1,0,0,5
9LusJc,0,0,0,0,1,5
xmi7aJN,1,0,1,0,0,5
VZOYilVHx,0,0,1,1,0,7
JZA5eT4Boj,1,1,0,1,0,7
HguxCR6MiK,0,0,1,0,1,8
3qHOjEjDe,0,2,0,1,0,6
Xg8hTih2,0,0,1,0,0,7
Stn0fv,0,0,0,0,0,6
6SavW1Ps,1,0,0,0,0,7
GPzDY6GI4I,0,0,2,0,0,8
6VsaKm27oK,1,0,0,1,0,8
12KVdQm,0,0,0,0,0,7
xGnA5bSnCs,1,0,0,0,0,9
IRCiijlO1,0,0,3,1,0,5
teHyzc,0,1,0,0,0,5
3OHehFkk,0,1,0,1,0,6
Jd8WDqhm,0,0,0,0,0,8
qIwKukZhH,0,0,1,0,1,7
ov3THBnGP,0,0,0,1,0,8
JqEhtn4S,0,1,0,0,0,7
HWegEayvF,1,2,0,0,0,6
oQqH3ATis,1,0,1,1,0,6
ridZsRLkH3,0,0,1,0,0,9
S5x39NDm,0,0,0,0,0,8
rFRdGG,0,0,0,0,0,6
rLTbqq92,0,0,0,0,0,8
d72EkR,0,1,0,0,0,5
53pBMRfy,0,0,0,0,0,8
V0GRmIgMr8,0,0,1,0,0,9
1rrV4Ho,0,0,0,1,0,6
5946vmhMu,0,0,0,0,1,8
ZI1VI4sF,0,0,2,0,0,6
WhOHK6Q,0,0,0,1,0,6
RuAWyM,1,0,0,0,1,4
KDLdW8,0,0,0,0,0,6
J8Gss7j,0,0,0,0,0,7
65r3XsXcWa,1,0,0,0,0,9
i97jB7G,0,0,1,0,0,6
InnobPPO,0,0,1,2,0,5
mCq0QnNZB,0,0,0,0,0,9
6Tu55ICH,0,0,1,0,1,6
OKFgjUG2Y,0,0,0,1,1,7
6EdAc9IkA,2,1,1,0,0,5
t1404h4Ck,0,0,0,0,0,9
MAWVpYTqM,1,0,0,0,0,8
qmBA3Y6FQ,1,0,0,0,0,8
Cmc6FBE,0,1,0,0,0,6
qClhLKR,0,0,0,0,0,7
AZ0tmDXg7,1,0,0,0,0,8
IxdgGrro,0,0,1,1,0,6
jnHFvqPw,0,0,0,0,0,8
J1FIdnoH,0,0,1,1,0,6
qfq9dfB,0,0,0,0,0,7
D7yFfvNH,0,0,0,0,0,8
JprRCW,0,0,0,0,0,6
pfn9XaTV4M,1,0,0,0,0,9
2kmv0eT8,0,1,0,0,0,7
zfpyXry,0,0,0,0,0,7
qaTewiykK5,1,1,1,0,0,7
aLN3PkiByu,1,0,1,0,1,7
TN79OTOY,0,0,0,2,0,6
s5LskSg,0,0,0,0,0,7
4dtikD,0,0,1,0,0,5
LhxG7K5Nb4,0,0,0,0,0,10
aTCfPZauni,2,0,1,0,1,6
GJScypIkz,0,0,1,0,0,8
cfF4Zc4h8,0,0,0,0,0,9
2mVvfB,0,0,0,0,0,6
gs3VkZJe,0,1,0,0,0,7
qMdhrfw,0,0,0,0,0,7
Ba983duRy,1,0,0,0,1,7
9qlgrWjg,0,0,0,0,0,8
ALCOSyNv3,1,0,0,1,0,7
aYqS3t2J,1,0,0,0,0,7
ITeIOtva,1,1,2,1,0,3
nW5yCri,0,0,1,0,0,6
6TB78DUdT,0,0,0,0,1,8
CbQCFMLuCB,0,0,0,0,1,9
bWe8DHT,0,1,0,0,0,6
s2Pbpf,0,0,0,0,0,6
wnvjpYte,0,1,0,0,0,7
D5Mix84,0,0,1,0,0,6
ilSGeaM5,1,1,1,0,0,5
N70QWZmFE,0,1,0,0,0,8
iLekoW5t,0,1,1,1,0,5
cejOa846,1,1,0,1,0,5
oVL5ExhAPF,1,1,0,1,0,7
CtcYOmE,0,1,0,1,0,5
W38vlJ,0,0,0,0,0,6
9f2M9P,0,0,0,0,0,6
pp4Q0p5OfF,0,0,0,1,0,9
ls877XK,0,0,0,0,0,7
veBVOM,0,1,0,1,0,4
myRA6N,1,0,0,0,0,5
XrWAu8W,1,0,0,0,1,5
zqceGMhzBG,0,1,0,0,0,9
wvTq9Vz,0,0,0,0,0,7
PW3l7H,0,0,0,0,0,6
lvRrkCXKu,0,0,0,0,1,8
9CdMUtJtWH,0,0,0,0,1,9
lZtZEGZEqP,0,2,0,0,0,8
zGiB7HpoD,0,0,1,1,0,7
AbzoaT,2,0,0,1,0,3
zCL6qe,0,1,0,0,0,5
FXtBCKyO,0,0,0,1,0,7
eFOQGXq93,0,1,0,1,0,7
Rm6oYkH,0,0,0,1,0,6
U1PEzxK,0,1,0,0,1,5
1IzRbfW,0,0,1,0,0,6
gnXdXB,0,0,0,0,0,6
YGxYlfm6,0,0,0,0,0,8
51zzCaD,1,0,0,0,0,6
hhj2eTXcK,0,1,0,0,0,8
erwbL2,0,1,0,0,0,5
LtKK4ei,0,1,1,0,0,5
TK4lkYw,0,0,0,0,0,7
JRxNL35WB,0,0,0,0,0,9
jKAlJM,1,0,0,0,0,5
jPF2fHQNq,0,0,0,0,0,9
L6KlxZiS5,0,0,1,0,0,8
unP3mR3xuF,0,0,0,0,2,8
oGajbPfM,1,0,0,1,0,6
u5SnyLxC,0,0,0,0,1,7
q8RRFW,0,0,0,0,0,6
qWEQ5nbwNB,0,1,0,0,0,9
GdyylCWV7,0,0,0,0,0,9
j164DSUXd,0,0,0,0,1,8
NwZXYXjk,0,0,0,0,0,8
IvquZkWXy3,0,0,1,0,1,8
RHzahco,1,0,0,1,0,5
MzhbSL3I,0,0,1,0,0,7
5QU295b5YC,0,0,0,0,1,9
2BzPCh4S,0,0,0,0,0,8
kZRGWf0Pno,0,0,0,1,0,9
PKem6ZRC,0,1,0,0,0,7
0uOZ4sO,0,0,0,2,1,4
1WUcq2aH8a,2,0,0,0,1,7
leSOR8U1P,0,1,0,1,1,6
mwsMR9z,0,0,0,0,0,7
Nvfop0,0,0,0,1,0,5
eCqVAloU,1,1,0,1,1,4
Ula5g71e2,1,1,0,0,1,6
GYDuy2o,0,0,0,1,1,5
Nwi7SPG9,0,0,1,0,0,7
Ii4QUkV,0,0,2,0,1,4
8k4vzkRmi,0,0,1,0,0,8
0nxhL4I,0,0,1,0,0,6
viOMK9HDK,0,0,1,1,0,7
SMkjbQAUk,1,0,0,0,1,7
6m2FJrFS,0,0,0,0,0,8
xtAHliNuT3,1,0,1,0,1,7
QZO48m,0,0,0,1,0,5
0WzKFlxs,0,0,0,0,0,8
emSENBK,0,2,0,0,0,5
SMybY8N,0,0,0,0,0,7
Kk5uq892,0,0,0,0,1,7
6BhRFe8sy,0,1,0,0,0,8
